entrez_id,logFC,PValue,,
79818,-0.115787619,0.811460882,,
128977,-0.118355547,0.811527637,,
84934,-0.163875889,0.811565544,,
84622,-0.10786681,0.811713285,,
375323,0.273525733,0.811879825,,
79609,-0.117552626,0.811956277,,
79035,-0.115630036,0.812098043,,
84074,-0.118186849,0.812188551,,
2071,0.09424065,0.812208626,,
79827,0.249974697,0.812419416,,
10238,0.089302476,0.812437713,,
132789,-0.101204682,0.812615887,,
9391,0.088110857,0.812708208,,
7227,0.105141027,0.812708634,,
10780,-0.118855022,0.812867774,,
79622,0.150925294,0.813247486,,
160418,-0.09343515,0.81332146,,
9881,0.173407556,0.813370304,,
57826,0.100029295,0.813765887,,
8545,-0.099666902,0.813857971,,
10347,-0.228167605,0.814019627,,
60678,0.11442257,0.814046189,,
171391,0.115402229,0.814219192,,
819,-0.102421156,0.814358088,,
374378,-0.166668273,0.814451415,,
5045,0.13679102,0.814802903,,
9701,-0.097927793,0.814852364,,
94032,-0.212219194,0.814904116,,
55929,0.113693688,0.815075585,,
92014,-0.103382069,0.815347685,,
10589,-0.098358285,0.815683891,,
2823,0.207781685,0.815819628,,
5686,-0.097109617,0.815883488,,
147687,-0.113091935,0.816080409,,
5031,0.154063524,0.816141866,,
9730,0.101334013,0.816342273,,
642946,0.141316469,0.816737157,,
64772,-0.101405444,0.816940009,,
120114,0.222216275,0.8169838,,
10614,-0.146399945,0.81706942,,
3030,0.104360305,0.817436729,,
112869,0.112609383,0.81745291,,
10846,0.233541973,0.817664969,,
50807,0.116934865,0.817672091,,
124044,-0.22439018,0.817835103,,
11309,0.140423836,0.818130267,,
56927,0.105299259,0.818191992,,
10440,0.128534236,0.818397094,,
55193,0.111336836,0.818936674,,
56917,-0.235295118,0.819618991,,
5768,-0.109549991,0.819654509,,
9489,-0.088205578,0.819922487,,
23379,-0.087672818,0.820227515,,
145788,0.138578951,0.820277823,,
8704,0.135576853,0.820383865,,
7718,0.131017486,0.82044971,,
51157,-0.118643008,0.820461376,,
10144,0.138514583,0.820462237,,
8492,0.252187017,0.8205823,,
208,-0.092574156,0.820704222,,
34,-0.093672628,0.820810509,,
6478,-0.106861918,0.820929351,,
51218,0.119448036,0.821001459,,
441307,0.142045774,0.821057759,,
51534,-0.105795874,0.821065849,,
2057,-0.132742475,0.821112078,,
8292,-0.201873871,0.821204638,,
79832,0.093200635,0.821512508,,
9904,-0.090217139,0.821528592,,
6950,-0.092271694,0.821549099,,
7462,0.141404763,0.821801635,,
10902,-0.091908489,0.821896669,,
79568,0.098507464,0.821931655,,
120863,-0.13618153,0.821972327,,
90353,-0.130457125,0.82200403,,
84656,-0.092628728,0.822056032,,
51504,0.090120575,0.822115005,,
103352539,0.200846369,0.822156529,,
51109,-0.107378916,0.822179231,,
4037,-0.21485942,0.822241618,,
151477,-0.143382353,0.822321825,,
80206,-0.216291239,0.822425996,,
55749,-0.094804593,0.822736174,,
57684,-0.114766773,0.822745844,,
1826,0.153202196,0.823491027,,
84295,-0.101008818,0.823670458,,
91574,-0.098293808,0.823966818,,
10016,0.082889672,0.824349939,,
10084,-0.093865076,0.824416533,,
170463,0.220912184,0.82455507,,
26610,-0.10836344,0.824752045,,
5303,0.094654323,0.82481725,,
23355,-0.093209673,0.824917498,,
11079,0.085880653,0.825415928,,
84081,0.103977402,0.825421717,,
79809,0.093270248,0.825719189,,
57804,-0.131837304,0.825770478,,
9812,0.106540908,0.825807369,,
6732,0.093569359,0.826141622,,
148223,0.103446998,0.826535908,,
8446,-0.091188503,0.826623118,,
7319,-0.095503558,0.826756522,,
8718,-0.254527808,0.827041171,,
51077,0.10935257,0.827084593,,
9253,0.207252692,0.82715934,,
285362,0.088711741,0.827204129,,
10607,0.092975091,0.827207699,,
118881,0.166712044,0.8272182,,
54840,-0.086131326,0.827286735,,
5119,0.110900266,0.82732265,,
693158,-0.130656055,0.827373775,,
90639,-0.095744156,0.827378967,,
116143,0.104797486,0.827390205,,
5193,0.120724415,0.827405473,,
400916,-0.165653694,0.827471985,,
1801,0.108016979,0.827552041,,
84681,0.099706673,0.82805173,,
80232,0.08443875,0.828124612,,
7547,0.244517636,0.82856143,,
54902,0.104239752,0.828638519,,
171546,0.112352939,0.828892077,,
10330,0.087044864,0.829029257,,
79882,-0.086175259,0.829132802,,
9371,0.155548184,0.829140909,,
2802,0.090130268,0.829201872,,
79794,0.088809274,0.829309153,,
114971,0.092706068,0.82935552,,
3338,0.102648889,0.829355582,,
60684,-0.081789345,0.829363809,,
904,-0.10050735,0.82944269,,
63894,-0.088605634,0.829453473,,
2801,-0.084945811,0.829799965,,
1953,0.130213865,0.829865147,,
51385,0.113059439,0.830306145,,
7174,-0.088864493,0.830355645,,
197259,-0.167680698,0.830360573,,
3087,-0.144542225,0.830362119,,
55968,-0.094684159,0.830380912,,
11017,-0.080029222,0.830775128,,
91782,0.090066485,0.830890932,,
127281,-0.168477666,0.830975734,,
30836,-0.082077649,0.831045867,,
26231,0.124095915,0.831064378,,
83892,0.085513351,0.831244988,,
114882,-0.088574266,0.831260507,,
57182,0.096186537,0.831319693,,
57102,0.094678876,0.831460803,,
5140,0.133165338,0.83163241,,
728747,-0.205339066,0.831672813,,
57821,0.13586248,0.831816762,,
112398,0.094744591,0.831818067,,
8894,0.105219045,0.832188777,,
8204,0.089981011,0.832327426,,
6612,0.125885273,0.832351922,,
55871,0.088186661,0.832563009,,
1788,0.08293812,0.832843186,,
100287482,0.210513264,0.833010818,,
51411,-0.133725993,0.833088277,,
22890,0.095347695,0.833144936,,
221937,0.083478459,0.833353587,,
113444,0.095530857,0.833595081,,
55676,-0.08873465,0.833650432,,
158427,0.096977017,0.833719584,,
196446,0.26233162,0.833797838,,
9967,0.082086363,0.833937666,,
28955,0.101428915,0.834237627,,
63935,-0.089204146,0.834283981,,
2100,-0.175932237,0.834438793,,
84693,-0.108006518,0.834529707,,
6385,-0.143593468,0.834837355,,
150967,0.136571868,0.834920916,,
89978,-0.115865532,0.83493108,,
1787,0.096025222,0.834955947,,
84191,0.110589286,0.834974958,,
65110,-0.094450534,0.83510334,,
1024,-0.092851138,0.835349134,,
4709,0.084258027,0.83540834,,
10200,-0.091670128,0.835430773,,
9328,-0.087230929,0.835438125,,
56102,0.119542779,0.835642533,,
486,-0.133040907,0.835728042,,
51079,0.094910917,0.836007117,,
4091,-0.110419109,0.836076336,,
100506462,0.171380202,0.836106278,,
482,0.138942021,0.836209931,,
223,-0.094772472,0.836221842,,
9861,0.083230066,0.836590756,,
389015,-0.129058048,0.836877212,,
414765,0.133777327,0.837067966,,
5036,0.082480355,0.837188163,,
4436,-0.080707764,0.837189817,,
652276,-0.107412356,0.837285624,,
23192,0.079585512,0.837309392,,
51093,-0.100949272,0.837430954,,
10992,0.080527308,0.837683114,,
342945,-0.108654799,0.83802672,,
1173,-0.127254146,0.838046673,,
113277,0.13122676,0.838080319,,
9577,-0.098763124,0.838258286,,
149297,0.200292343,0.838264509,,
105375666,-0.117541275,0.838276691,,
55325,-0.092389922,0.838371821,,
10057,-0.105040003,0.838471741,,
90231,-0.088887407,0.838501522,,
80764,0.086306068,0.838639845,,
8935,0.124203743,0.838725985,,
56136,0.198870959,0.838856554,,
3700,0.1437924,0.838910838,,
89781,-0.08727924,0.839071888,,
284996,-0.090548546,0.839119505,,
84315,-0.111358857,0.839134521,,
440730,0.250275686,0.839198212,,
55437,0.104710551,0.839239072,,
56097,0.249659384,0.83925711,,
29887,-0.241526943,0.83927088,,
50832,0.129550438,0.839655919,,
29934,0.082658555,0.839675596,,
767,0.128855383,0.83999004,,
284525,0.162524236,0.840168347,,
29080,-0.097699488,0.840171983,,
117608,-0.095238126,0.840186874,,
100130357,0.130962888,0.840234441,,
7317,-0.078704949,0.840254055,,
138429,0.184399675,0.840259287,,
6603,-0.10649623,0.840523593,,
3624,-0.158456159,0.840562022,,
9475,-0.108244371,0.840576215,,
7341,-0.088692772,0.840662897,,
57192,-0.093935725,0.840714359,,
25906,-0.103095178,0.840730482,,
92241,0.09864071,0.841156341,,
3035,-0.095622409,0.841169016,,
460,-0.160593342,0.841260375,,
757,-0.079101824,0.841780382,,
55,-0.148456132,0.842019962,,
51069,-0.092242044,0.842080023,,
147685,0.131573331,0.842144236,,
55245,0.099103093,0.842303671,,
79073,0.090859043,0.842529951,,
51542,-0.090948818,0.842552453,,
400720,-0.082946374,0.842855819,,
746,-0.098510021,0.843105444,,
124045,-0.117392196,0.843195731,,
60676,-0.163752831,0.844194159,,
25904,0.087852233,0.844513561,,
7001,0.109604873,0.844580982,,
100533184,0.210074022,0.844749313,,
10921,0.086079738,0.844809005,,
375,-0.090385098,0.844945411,,
1994,-0.072645019,0.845301128,,
55229,0.083046323,0.845429091,,
54148,0.083566917,0.845435444,,
10608,0.07655382,0.845749546,,
59286,0.085464787,0.845917275,,
58499,0.107396438,0.846279358,,
1794,-0.132339215,0.846300979,,
5706,-0.076818487,0.846519835,,
5727,-0.122649489,0.846566832,,
545,-0.074594094,0.846615363,,
8568,0.079670929,0.846701962,,
79890,0.126344408,0.84676441,,
56943,0.07602179,0.846798729,,
8848,-0.132699194,0.846807189,,
220002,0.086877781,0.84681024,,
84612,0.112828684,0.846824884,,
5533,-0.08286495,0.846935754,,
607,0.088615977,0.846983164,,
51626,-0.076861545,0.847048276,,
440823,-0.25166516,0.84710003,,
54093,-0.081210899,0.847530526,,
23418,0.162517491,0.847593866,,
201501,-0.175289782,0.847683263,,
10494,-0.082892712,0.847751911,,
26037,-0.11661821,0.847752825,,
26040,0.124232013,0.84792121,,
23600,0.107311878,0.847942017,,
654841,-0.103068268,0.848005105,,
5786,-0.101513061,0.848860811,,
2946,0.100147047,0.849021634,,
285676,-0.110025771,0.849092079,,
727956,-0.109480451,0.849096981,,
27247,-0.077911144,0.849100722,,
146542,-0.090617285,0.849180505,,
85463,0.097357393,0.849277942,,
1459,-0.083558407,0.849587199,,
55809,-0.138149004,0.849641363,,
23499,-0.089257167,0.849694537,,
64764,-0.121453065,0.849730755,,
81887,-0.082629189,0.849771117,,
170506,-0.072058486,0.849812538,,
57590,0.076225231,0.849914078,,
84954,-0.109311095,0.850017616,,
29880,-0.09703429,0.850193668,,
399715,0.139381655,0.850381719,,
100303728,-0.094383611,0.850395277,,
2690,-0.191412958,0.850514164,,
5800,0.175043242,0.850518192,,
51284,-0.134132404,0.85055211,,
29780,-0.158996014,0.850691174,,
220869,-0.081728481,0.850752657,,
9934,-0.129941964,0.850901397,,
55815,0.126114518,0.850945144,,
23094,-0.084312295,0.851066838,,
166379,0.147507486,0.851350833,,
283726,0.131649942,0.851551054,,
4094,0.10354043,0.851564977,,
2767,0.092445612,0.851808922,,
399909,0.073696716,0.851912626,,
8634,0.077624967,0.852064204,,
51608,0.097514976,0.852119996,,
150737,0.090070931,0.852633067,,
56171,-0.157474507,0.852905634,,
4357,-0.101127031,0.852967871,,
55366,-0.107368177,0.852983022,,
2686,0.093002156,0.853037391,,
11142,0.125055352,0.853058355,,
22907,-0.081838275,0.853062638,,
5507,-0.093542748,0.853198458,,
4241,0.16935093,0.853487008,,
122953,-0.097330204,0.853513609,,
104266957,-0.162562371,0.853732891,,
4088,0.119765011,0.85377435,,
84844,0.091022153,0.853805848,,
10401,-0.076205668,0.854149945,,
51318,-0.081061849,0.854233813,,
51308,-0.177661053,0.85423766,,
55663,-0.0846531,0.854313365,,
103344928,0.102100463,0.854365467,,
9367,-0.117410141,0.854398543,,
1983,-0.076512235,0.854444068,,
55037,0.076627496,0.854753671,,
254359,-0.08930425,0.854813129,,
51366,0.071594426,0.854990235,,
1992,-0.122482999,0.855214515,,
85444,-0.105010018,0.855385844,,
10580,-0.086210115,0.85563274,,
55173,0.073534852,0.855715173,,
7695,0.076589543,0.855826206,,
84527,-0.09410017,0.855905411,,
121274,-0.086286528,0.856184071,,
10915,0.082264497,0.856326944,,
728431,0.125494449,0.856337023,,
7543,0.081812638,0.856346026,,
4493,0.144495107,0.856397368,,
7539,-0.084412567,0.856780641,,
9138,-0.089383195,0.856968332,,
25973,0.091785172,0.857137509,,
9937,0.07300318,0.857185982,,
53358,-0.174575914,0.857319999,,
107282092,-0.096757061,0.857532675,,
51035,-0.076144018,0.857602368,,
5062,-0.096524917,0.857651585,,
283358,-0.233165749,0.857719085,,
8500,0.077349959,0.857720849,,
116841,-0.101012865,0.857771891,,
10692,0.100734336,0.85790477,,
90423,0.090063743,0.857948999,,
94122,0.291858812,0.857978794,,
26985,-0.073058216,0.858330815,,
9794,0.084846961,0.858387622,,
23505,-0.074923829,0.858688483,,
23008,0.069790487,0.85873077,,
115708,0.075679962,0.858751329,,
92703,-0.089716823,0.85881518,,
55140,0.070909093,0.858855808,,
4128,-0.131420634,0.859066847,,
26140,-0.103574526,0.859359404,,
55643,0.105165726,0.859630054,,
442524,0.090727404,0.859763057,,
4650,-0.106819964,0.86000475,,
165324,0.086664756,0.860056195,,
51295,0.094843434,0.860150459,,
55683,0.068306232,0.86030264,,
22835,0.073253418,0.860436068,,
84129,-0.096662091,0.860541344,,
414189,0.091388853,0.860549901,,
2630,0.110960922,0.860550194,,
9858,0.10786072,0.860630655,,
24146,0.100938668,0.860671711,,
55973,-0.072879966,0.860740569,,
9747,0.098623531,0.860814553,,
10291,-0.068555738,0.861039988,,
55689,0.07903829,0.861051758,,
60559,-0.068864317,0.861168937,,
2639,-0.07195107,0.86137281,,
3021,0.104061604,0.862086289,,
51151,0.181803945,0.862382671,,
10154,-0.116603904,0.862441189,,
388567,0.088569979,0.862510737,,
57470,-0.068901099,0.862724652,,
10092,-0.075810001,0.863049298,,
27125,-0.068521239,0.863358053,,
11213,0.130860369,0.863414795,,
8824,0.082743158,0.86344807,,
285268,0.099095032,0.863601473,,
388536,0.07868641,0.863654375,,
152485,-0.071936758,0.863676576,,
5270,0.092185853,0.863993129,,
56897,-0.068151904,0.864031762,,
9150,-0.07202837,0.864084505,,
677829,-0.094462935,0.864160781,,
4696,0.071827834,0.864173007,,
100289274,-0.102716214,0.864194083,,
348793,0.081150948,0.864231096,,
10734,0.150732377,0.864324241,,
8886,0.07050404,0.864557838,,
10342,0.068651129,0.864576827,,
90321,0.080034128,0.864619273,,
155435,-0.075706428,0.864644371,,
29087,0.078740997,0.864659022,,
201163,0.073342759,0.864938243,,
5893,-0.085140684,0.865223402,,
23386,-0.092810526,0.865484422,,
55917,0.075834574,0.865501057,,
2975,-0.073473836,0.865654354,,
23589,-0.108794947,0.865740593,,
5607,-0.082172938,0.865895351,,
4901,-0.083735619,0.866075407,,
50809,-0.070347101,0.866203961,,
57616,-0.168769142,0.866332346,,
51078,0.073673589,0.866333882,,
29888,0.077362865,0.866537569,,
10672,0.099223246,0.866560002,,
115817,0.088294389,0.86656302,,
92105,0.077298188,0.866939227,,
283106,0.092692044,0.867329366,,
7771,0.082631591,0.867468872,,
1112,-0.061189191,0.86752675,,
6548,-0.131527718,0.86782202,,
199777,-0.076494079,0.868085957,,
26520,-0.071060101,0.868161848,,
100302401,0.116607381,0.868162043,,
23286,-0.092967501,0.868292684,,
9130,0.073653648,0.868313649,,
51265,-0.087438354,0.868453023,,
115992,0.079538297,0.868522531,,
84289,0.066150077,0.868646124,,
9140,0.064953135,0.86870839,,
50512,0.111815797,0.868964761,,
116135,-0.149355562,0.869709454,,
8721,-0.067465899,0.870220386,,
221120,0.071682817,0.870511578,,
1495,-0.097027782,0.87057449,,
79101,0.074660363,0.870639624,,
284023,0.08663882,0.87070461,,
375484,0.106301781,0.87077735,,
4750,0.068675315,0.870931189,,
7342,-0.081041806,0.871109334,,
27243,0.061590768,0.871161746,,
51522,-0.063466636,0.871188463,,
55321,-0.208169217,0.871329999,,
92935,-0.074041358,0.871380167,,
8847,-0.111798274,0.871408865,,
3983,0.083686943,0.871542229,,
120526,0.06824262,0.871550751,,
115950,0.091192746,0.871832337,,
23767,0.147936578,0.871838789,,
8382,-0.124360587,0.872064217,,
196383,0.105654421,0.872290509,,
93589,0.116908499,0.872291647,,
200403,0.129835008,0.872630541,,
55471,0.065960881,0.872873736,,
112611,-0.086412232,0.873103345,,
23231,0.134952921,0.873168394,,
26173,0.07627419,0.873255449,,
517,0.0619522,0.87343191,,
5528,-0.090927203,0.87348669,,
101927111,0.083156462,0.873550357,,
91582,0.073015747,0.873619748,,
112812,-0.117221758,0.873764976,,
79624,0.066499545,0.873793974,,
266655,-0.115887862,0.874104183,,
128866,-0.076155195,0.874119254,,
92714,-0.095087937,0.874119961,,
140730,-0.222634521,0.874740629,,
11184,-0.102258141,0.874817815,,
27163,0.081957713,0.87482778,,
441204,-0.126500115,0.875062957,,
283870,0.08486585,0.875075465,,
100996939,-0.072288167,0.875226562,,
80856,0.06872812,0.875259231,,
25797,0.168616664,0.875489662,,
201798,0.080266718,0.875674603,,
51160,0.059940687,0.875799327,,
128854,0.096960044,0.875804021,,
55333,-0.062634344,0.875936827,,
5861,-0.062827338,0.876056868,,
93594,-0.064995138,0.876122015,,
55727,-0.061803265,0.876198675,,
25871,0.06555977,0.876236373,,
9931,-0.058777933,0.876493694,,
384,-0.124692567,0.876721285,,
10514,0.067893483,0.876729229,,
27352,-0.071787675,0.876791718,,
65109,0.068526449,0.876922692,,
101928403,0.084193286,0.877588178,,
80772,0.088087729,0.877706265,,
57529,0.113868093,0.877869522,,
100506325,0.090416049,0.878072466,,
550112,-0.061337442,0.878087715,,
3606,-0.108928747,0.878113378,,
27324,0.153704712,0.878273328,,
51027,-0.071532566,0.878621706,,
57661,-0.057784836,0.878663657,,
10963,-0.06086698,0.878706616,,
4528,0.061974031,0.878741755,,
116150,0.061958319,0.87883108,,
9817,-0.06889339,0.879029148,,
5339,0.072765403,0.879136108,,
162966,-0.116449456,0.879472236,,
115761,0.115609196,0.879755747,,
54503,0.073389575,0.879866434,,
51343,0.059324668,0.880744394,,
148741,0.135971884,0.880753115,,
128497,-0.08621008,0.880791323,,
51105,-0.059885576,0.880801171,,
84925,-0.069989105,0.880864994,,
140578,-0.204987607,0.880960685,,
54942,-0.068547651,0.881341118,,
317648,-0.061357357,0.881387029,,
23307,-0.06344194,0.881518474,,
7158,-0.065187097,0.881518674,,
56110,0.077326787,0.881995129,,
3117,0.202000346,0.882083233,,
55293,0.081525697,0.882418311,,
6936,0.066883025,0.882525886,,
51535,0.05768767,0.88278345,,
10800,0.095340881,0.882869,,
3297,0.058390075,0.882928813,,
26355,0.079562401,0.882934194,,
4144,-0.077585399,0.88302826,,
145173,0.066894775,0.883061659,,
259292,-0.104157659,0.883185664,,
84874,-0.06909871,0.883322927,,
7846,-0.071941636,0.883392163,,
8613,0.086395444,0.883396295,,
8270,0.099159977,0.883468241,,
101928120,0.077708072,0.883627939,,
5899,-0.079470938,0.883704508,,
6533,-0.071154639,0.883711363,,
8516,-0.095792636,0.883799964,,
63923,-0.223654311,0.883885054,,
55022,-0.123382431,0.884262248,,
25962,-0.060742366,0.884265934,,
64318,0.067125751,0.884413156,,
9919,-0.055129969,0.884492163,,
54328,0.077243014,0.88452815,,
57226,0.063392258,0.884569736,,
114821,-0.201917852,0.884622114,,
4850,-0.056759638,0.885041473,,
192670,-0.07366418,0.885138976,,
85406,0.059309256,0.885170506,,
84461,-0.068655369,0.885172367,,
3033,-0.060826144,0.885185429,,
5261,-0.068430904,0.885586394,,
58491,-0.07221152,0.885647209,,
6687,0.064853935,0.885828599,,
5272,-0.086542863,0.885865376,,
388566,-0.071280545,0.88594449,,
55656,0.059005488,0.886214358,,
27075,0.180362476,0.886261969,,
55339,0.056050693,0.886384254,,
9605,-0.079947806,0.886472519,,
26166,0.162426944,0.886472652,,
60558,-0.059339471,0.886507186,,
6508,0.136171441,0.886682678,,
23051,-0.068026104,0.886730032,,
144402,-0.180665882,0.88708023,,
2045,-0.202166454,0.887396109,,
83637,-0.070087464,0.887455848,,
64757,0.112277862,0.887916273,,
165055,0.073141302,0.887936552,,
10393,-0.0620891,0.887976097,,
54822,-0.05697174,0.88801171,,
79875,-0.125544394,0.888024921,,
65243,0.122238863,0.888067311,,
79590,0.062445333,0.88822552,,
9270,-0.060256143,0.888284431,,
4916,-0.101960245,0.888296945,,
553103,0.078172606,0.889012856,,
90594,-0.062166766,0.889171274,,
55298,0.05734975,0.889205833,,
102723775,-0.104284769,0.889333908,,
199746,-0.070318169,0.88935685,,
1368,0.205781903,0.889442809,,
9663,-0.058536633,0.88947133,,
83605,0.06215649,0.889639358,,
35,0.073189656,0.889648139,,
55035,0.066502646,0.889694435,,
2054,-0.069634672,0.889764871,,
79846,0.077539378,0.889966918,,
55729,-0.061546344,0.889976046,,
4597,-0.089191585,0.889984033,,
10013,0.054565193,0.890087483,,
196513,0.066607017,0.89017153,,
92293,-0.167310694,0.890201052,,
25957,0.062779758,0.890289358,,
79443,-0.076665745,0.89053622,,
56164,0.104382979,0.891032992,,
9880,-0.059017536,0.891287974,,
80321,-0.053222301,0.89129923,,
84277,0.071246657,0.891323706,,
9733,0.054667262,0.891341026,,
9394,0.081044395,0.891419372,,
6665,0.095278318,0.891473079,,
114880,0.108238724,0.891754763,,
25972,0.056753926,0.891867503,,
91664,0.065272851,0.892005927,,
10160,0.094074718,0.892146247,,
56984,0.057549639,0.892252828,,
85013,-0.071242127,0.892369803,,
6192,0.295920121,0.892462202,,
285513,-0.07872428,0.892468742,,
23544,0.153817326,0.892605625,,
84326,-0.073272095,0.892647287,,
79648,-0.054774868,0.89271451,,
22800,0.071084167,0.89277569,,
2521,0.065692261,0.892888465,,
129881,-0.081167853,0.893003474,,
129138,0.057868968,0.893050382,,
114881,-0.058502849,0.893106483,,
727,-0.085936388,0.893115401,,
25983,-0.063133538,0.893236762,,
9786,-0.052548943,0.893519327,,
10695,-0.053019129,0.893556614,,
5693,0.059622817,0.893749606,,
646851,0.070913319,0.893849847,,
169270,0.068527083,0.89408405,,
65980,-0.055408353,0.894298916,,
2157,0.083532861,0.894337361,,
57325,-0.062359752,0.894361438,,
23247,0.061431043,0.894626428,,
85378,0.051954775,0.894677079,,
5382,-0.073823514,0.894711537,,
9818,0.059838669,0.894948469,,
7178,0.056053691,0.895049069,,
9575,0.098347987,0.895050336,,
27230,-0.050254303,0.895162723,,
9831,-0.053556892,0.89526391,,
389524,0.078360484,0.895283969,,
26225,0.0494755,0.895408999,,
79596,0.06876254,0.895415564,,
91978,0.081161074,0.895431639,,
51635,-0.063320328,0.895618182,,
150962,-0.06380223,0.895656017,,
100506392,0.081805969,0.895686182,,
7006,0.093194667,0.895695099,,
79788,-0.07220606,0.895918436,,
55334,0.054905456,0.895934631,,
4733,-0.053253478,0.896009571,,
388272,0.074112262,0.896332113,,
9870,-0.05385042,0.89634858,,
84067,0.061535059,0.896401096,,
158787,-0.073531166,0.896860036,,
22869,-0.05033302,0.89695103,,
51493,0.050229083,0.897046238,,
695,-0.095405383,0.897078233,,
171220,0.064649928,0.897345434,,
26269,0.070415877,0.897369212,,
101927420,-0.079390061,0.897629415,,
27065,-0.163871047,0.897630838,,
387893,0.048359333,0.897740763,,
102157402,0.06657712,0.897842876,,
92335,-0.061475217,0.897860934,,
26276,-0.054350174,0.897959695,,
1122,0.103864397,0.897966422,,
349136,0.140490902,0.898007425,,
199745,0.062602886,0.898196788,,
84450,-0.047921157,0.898204134,,
26226,-0.072156269,0.898225153,,
25932,0.110026623,0.898261201,,
23262,0.049319716,0.898296203,,
7786,-0.065197867,0.898613361,,
10204,-0.058056077,0.89867298,,
22865,-0.177394616,0.89879714,,
22888,-0.060292786,0.898850982,,
5446,-0.119217596,0.898930492,,
84971,0.066358456,0.898951095,,
2873,0.047976668,0.899148235,,
130888,-0.06675716,0.89922952,,
55610,-0.048753016,0.899276098,,
5127,-0.069883496,0.899304419,,
2954,-0.067359549,0.899312461,,
23276,-0.071047513,0.89933266,,
285367,-0.067299028,0.899409462,,
25824,-0.067445022,0.899503124,,
1891,0.054326566,0.899534138,,
55718,-0.049822023,0.900004431,,
84246,-0.04941964,0.900347636,,
177,0.074204347,0.900636097,,
23647,0.054369163,0.900775301,,
54072,0.08201046,0.900816233,,
28973,-0.059107423,0.90081734,,
80142,-0.081629697,0.900861291,,
4261,-0.114159242,0.900903322,,
84335,-0.054772106,0.901017254,,
7737,0.058283101,0.901123881,,
6323,-0.144893185,0.901182623,,
27236,-0.059607002,0.901294886,,
6166,0.049839576,0.901324691,,
80146,0.055232721,0.901402703,,
137695,-0.054830031,0.901633957,,
353274,-0.060867587,0.901789626,,
3712,0.047403239,0.90181179,,
400798,0.078140174,0.901909975,,
64225,-0.067282694,0.902009112,,
220729,-0.060300613,0.902470166,,
25,-0.064126504,0.902584728,,
84065,-0.055084424,0.902623707,,
4216,0.051445442,0.902742726,,
5144,-0.07304162,0.902916614,,
6789,-0.050920628,0.903016301,,
101927288,0.076962716,0.903105658,,
60314,-0.056786042,0.903162011,,
153339,-0.047801727,0.90340976,,
84570,0.15285638,0.903470326,,
5187,0.075456679,0.903599709,,
122416,0.06677255,0.903681745,,
84284,-0.050118841,0.903683741,,
11171,-0.053511632,0.903755833,,
100507495,0.067548427,0.903794456,,
6390,-0.046964996,0.903827254,,
8569,-0.06735558,0.904002514,,
339789,0.108681662,0.90403121,,
10476,0.055990836,0.904188958,,
153684,-0.090822922,0.90433099,,
10229,0.052330016,0.904332849,,
80155,-0.048159161,0.904472353,,
9760,0.106597725,0.904489145,,
138716,0.059968044,0.90462254,,
83938,-0.085585174,0.904960782,,
1390,0.053882964,0.90517234,,
54839,-0.057618691,0.90532826,,
55319,0.062025869,0.905413319,,
57106,0.091339027,0.905434258,,
206412,-0.064047512,0.905630544,,
84274,-0.059153054,0.906007106,,
2879,-0.058915797,0.90618865,,
339883,0.080857761,0.906264038,,
8491,0.04338816,0.906363326,,
5361,0.10578451,0.906549879,,
26015,-0.048059757,0.906750081,,
6451,-0.04587953,0.907044345,,
65251,0.06100039,0.907196219,,
127428,-0.061269333,0.907425393,,
10523,0.048823574,0.907557157,,
56137,-0.117197854,0.907803071,,
57186,0.050241221,0.907805505,,
91603,0.052502567,0.907931122,,
9487,-0.05636385,0.908067139,,
7629,-0.045689515,0.908073082,,
10939,-0.050188579,0.908073697,,
102724826,-0.059979894,0.908088204,,
54439,-0.04944233,0.908185545,,
9562,-0.050258187,0.90822335,,
6879,-0.052594112,0.908325029,,
9071,-0.101887231,0.908420802,,
119559,-0.057848231,0.908481741,,
55876,0.05973897,0.908725475,,
54749,0.096693227,0.909397683,,
51304,0.04411104,0.909403276,,
84134,-0.069730503,0.909506599,,
146722,-0.086456851,0.909538475,,
51526,0.056939226,0.90965572,,
51319,0.046811444,0.909946901,,
80851,-0.047991934,0.910030247,,
1296,0.062876645,0.910468051,,
57585,-0.044279161,0.910485988,,
132320,-0.050807142,0.910609945,,
253639,0.073116605,0.910777924,,
23169,-0.056328639,0.910900684,,
54991,0.056136172,0.911068243,,
64853,0.044754796,0.91129066,,
2941,0.053293206,0.911403796,,
8550,-0.04290201,0.911446134,,
146227,0.144922956,0.911467615,,
388569,-0.064626323,0.911483394,,
64419,-0.047359254,0.911563401,,
3843,-0.05040259,0.911644103,,
9712,0.047712165,0.911832544,,
1725,-0.045401173,0.912007729,,
50650,-0.088713901,0.912012634,,
441666,0.106671248,0.912553,,
124751,0.060540859,0.912579337,,
664,-0.05754547,0.912595182,,
7567,-0.106044778,0.912658031,,
5281,0.055791629,0.9128439,,
55352,-0.066999911,0.912933275,,
2673,-0.049215724,0.913129683,,
84750,-0.046062628,0.913143493,,
5797,-0.080463423,0.913173345,,
120892,-0.065609765,0.913240521,,
54870,0.046703175,0.913329514,,
11161,0.050714938,0.913390203,,
57602,0.046646639,0.913395399,,
90135,0.077948437,0.913777073,,
79153,-0.064598272,0.914042542,,
283464,0.046641416,0.914129985,,
